Taxon	Taxon	Taxon	barcode03	barcode03	barcode03	barcode15	barcode15	barcode15	barcode50	barcode50	barcode50	barcode62	barcode62	barcode62	barcode74	barcode74	barcode74	stringent_demultiplex_barcode03	stringent_demultiplex_barcode03	stringent_demultiplex_barcode03	stringent_demultiplex_barcode15	stringent_demultiplex_barcode15	stringent_demultiplex_barcode15	stringent_demultiplex_barcode50	stringent_demultiplex_barcode50	stringent_demultiplex_barcode50	stringent_demultiplex_barcode62	stringent_demultiplex_barcode62	stringent_demultiplex_barcode62	stringent_demultiplex_barcode74	stringent_demultiplex_barcode74	stringent_demultiplex_barcode74
Bogoriellaceae	145358	family	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf
Georgenia	154116	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Georgenia	2626815	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf
Georgenia sp. Z294	2585135	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	81.0	0.0	0.0	-inf	0.0	0.0	-inf
Sanguibacteraceae	145360	family	0.0	0.0	-inf	0.0	0.0	-inf	207.0	0.0	83.5024154589372	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	207.0	0.0	83.5024154589372	0.0	0.0	-inf	0.0	0.0	-inf
Sanguibacter	60919	genus	0.0	0.0	-inf	0.0	0.0	-inf	207.0	0.0	83.5024154589372	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	207.0	0.0	83.5024154589372	0.0	0.0	-inf	0.0	0.0	-inf
Sanguibacter keddieii	60920	species	0.0	0.0	-inf	0.0	0.0	-inf	207.0	0.0	83.5024154589372	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	207.0	0.0	83.5024154589372	0.0	0.0	-inf	0.0	0.0	-inf
Sanguibacter keddieii DSM 10542	446469	strain	0.0	0.0	-inf	0.0	0.0	-inf	207.0	207.0	83.5024154589372	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	207.0	207.0	83.5024154589372	0.0	0.0	-inf	0.0	0.0	-inf
Corynebacteriales	85007	order	1.0	0.0	94.0	0.0	0.0	-inf	18.0	0.0	79.77777777777777	10.0	0.0	91.7	11.0	0.0	90.45454545454544	1.0	0.0	94.0	0.0	0.0	-inf	18.0	0.0	79.77777777777777	10.0	0.0	91.7	11.0	0.0	90.45454545454544
Corynebacteriaceae	1653	family	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	49.5	0.0	0.0	-inf	9.0	0.0	90.66666666666669	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	49.5	0.0	0.0	-inf	9.0	0.0	90.66666666666669
Corynebacterium	1716	genus	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	49.5	0.0	0.0	-inf	9.0	0.0	90.66666666666669	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	49.5	0.0	0.0	-inf	9.0	0.0	90.66666666666669
Corynebacterium resistens	258224	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf
Corynebacterium resistens DSM 45100	662755	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf
Corynebacterium mustelae	571915	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	90.66666666666669	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	90.66666666666669
Corynebacterium nuruki	1032851	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	71.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	71.0	0.0	0.0	-inf	0.0	0.0	-inf
Corynebacterium nuruki S6-4	863239	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	71.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	71.0	0.0	0.0	-inf	0.0	0.0	-inf
Nocardiaceae	85025	family	1.0	0.0	94.0	0.0	0.0	-inf	15.0	0.0	85.26666666666667	9.0	0.0	91.33333333333331	0.0	0.0	-inf	1.0	0.0	94.0	0.0	0.0	-inf	15.0	0.0	85.26666666666667	9.0	0.0	91.33333333333331	0.0	0.0	-inf
Rhodococcus	1827	genus	1.0	0.0	94.0	0.0	0.0	-inf	15.0	1.0	85.26666666666667	9.0	2.0	91.33333333333331	0.0	0.0	-inf	1.0	0.0	94.0	0.0	0.0	-inf	15.0	1.0	85.26666666666667	9.0	2.0	91.33333333333331	0.0	0.0	-inf
Rhodococcus erythropolis	1833	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	89.25	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	89.25	0.0	0.0	-inf
unclassified Rhodococcus	192944	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	90.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	90.0	0.0	0.0	-inf
Rhodococcus sp. YL-1	1045808	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	90.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	90.0	0.0	0.0	-inf
Rhodococcus qingshengii group	2840174	species_group	1.0	0.0	94.0	0.0	0.0	-inf	14.0	0.0	85.64285714285714	2.0	0.0	91.5	0.0	0.0	-inf	1.0	0.0	94.0	0.0	0.0	-inf	14.0	0.0	85.64285714285714	2.0	0.0	91.5	0.0	0.0	-inf
Rhodococcus qingshengii	334542	species	1.0	1.0	94.0	0.0	0.0	-inf	14.0	14.0	85.64285714285714	2.0	2.0	91.5	0.0	0.0	-inf	1.0	1.0	94.0	0.0	0.0	-inf	14.0	14.0	85.64285714285714	2.0	2.0	91.5	0.0	0.0	-inf
Gordoniaceae	85026	family	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	95.0	2.0	0.0	89.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	95.0	2.0	0.0	89.5
Gordonia	2053	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	95.0	2.0	0.0	89.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	95.0	2.0	0.0	89.5
Gordonia rubripertincta	36822	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	91.0
unclassified Gordonia	2657482	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	95.0	1.0	0.0	88.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	95.0	1.0	0.0	88.0
Gordonia sp. KTR9	337191	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	88.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	88.0
Gordonia sp. YC-JH1	2059875	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	95.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	95.0	0.0	0.0	-inf
Dietziaceae	85029	family	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf
Dietzia	37914	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf
Dietzia lutea	546160	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf
Propionibacteriales	85009	order	0.0	0.0	-inf	0.0	0.0	-inf	10.0	0.0	87.5	1.0	0.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	10.0	0.0	87.5	1.0	0.0	22.0	0.0	0.0	-inf
Propionibacteriaceae	31957	family	0.0	0.0	-inf	0.0	0.0	-inf	7.0	0.0	88.71428571428571	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	0.0	88.71428571428571	0.0	0.0	-inf	0.0	0.0	-inf
Cutibacterium	1912216	genus	0.0	0.0	-inf	0.0	0.0	-inf	7.0	0.0	88.71428571428571	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	0.0	88.71428571428571	0.0	0.0	-inf	0.0	0.0	-inf
Cutibacterium acnes	1747	species	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	88.71428571428571	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	88.71428571428571	0.0	0.0	-inf	0.0	0.0	-inf
Nocardioidaceae	85015	family	0.0	0.0	-inf	0.0	0.0	-inf	3.0	2.0	84.66666666666667	1.0	0.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	2.0	84.66666666666667	1.0	0.0	22.0	0.0	0.0	-inf
Nocardioides	1839	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	92.0	1.0	0.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	92.0	1.0	0.0	22.0	0.0	0.0	-inf
Nocardioides euryhalodurans	2518370	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf
unclassified Nocardioides	2615069	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf
Pseudonocardiales	85010	order	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	17.0	0.0	0.0	-inf
Pseudonocardiaceae	2070	family	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	17.0	0.0	0.0	-inf
Actinosynnema	40566	genus	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	17.0	0.0	0.0	-inf
Actinosynnema pretiosum	42197	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	17.0	0.0	0.0	-inf
Actinosynnema pretiosum subsp. pretiosum	103721	subspecies	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	17.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	17.0	0.0	0.0	-inf
Streptomycetales	85011	order	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	92.5	2.0	0.0	35.0	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	92.5	2.0	0.0	35.0	1.0	0.0	46.0
Streptomycetaceae	2062	family	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	92.5	2.0	0.0	35.0	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	92.5	2.0	0.0	35.0	1.0	0.0	46.0
Streptomyces	1883	genus	0.0	0.0	-inf	0.0	0.0	-inf	6.0	2.0	92.5	2.0	0.0	35.0	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	6.0	2.0	92.5	2.0	0.0	35.0	1.0	0.0	46.0
Streptomyces clavuligerus	1901	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	98.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	98.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces griseocarneus	51201	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	84.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	84.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces violascens	67381	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	46.0
Streptomyces pactum	68249	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces davaonensis	348043	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	48.0	0.0	0.0	-inf
Streptomyces davaonensis JCM 4913	1214101	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	48.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	48.0	0.0	0.0	-inf
unclassified Streptomyces	2593676	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf
Streptomyces sp. WAC 06738	2203210	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf
Coriobacteriia	84998	class	1.0	0.0	56.0	385.0	0.0	61.20779220779221	1.0	0.0	30.0	245.0	1.0	55.4734693877551	54.0	0.0	53.81481481481482	1.0	0.0	56.0	385.0	0.0	61.20779220779221	1.0	0.0	30.0	244.0	1.0	55.385245901639344	54.0	0.0	53.81481481481482
Coriobacteriales	84999	order	1.0	0.0	56.0	377.0	2.0	61.20159151193634	0.0	0.0	-inf	226.0	1.0	56.18141592920354	49.0	0.0	54.224489795918366	1.0	0.0	56.0	377.0	2.0	61.20159151193634	0.0	0.0	-inf	225.0	1.0	56.08888888888889	49.0	0.0	54.224489795918366
Coriobacteriaceae	84107	family	1.0	0.0	56.0	364.0	0.0	61.684065934065934	0.0	0.0	-inf	172.0	0.0	59.68604651162791	43.0	0.0	54.674418604651166	1.0	0.0	56.0	364.0	0.0	61.684065934065934	0.0	0.0	-inf	171.0	0.0	59.58479532163743	43.0	0.0	54.674418604651166
Coriobacterium	33870	genus	0.0	0.0	-inf	14.0	0.0	67.85714285714286	0.0	0.0	-inf	5.0	0.0	33.0	0.0	0.0	-inf	0.0	0.0	-inf	14.0	0.0	67.85714285714286	0.0	0.0	-inf	5.0	0.0	33.0	0.0	0.0	-inf
Coriobacterium glomerans	33871	species	0.0	0.0	-inf	14.0	0.0	67.85714285714286	0.0	0.0	-inf	5.0	0.0	33.0	0.0	0.0	-inf	0.0	0.0	-inf	14.0	0.0	67.85714285714286	0.0	0.0	-inf	5.0	0.0	33.0	0.0	0.0	-inf
Coriobacterium glomerans PW2	700015	strain	0.0	0.0	-inf	14.0	14.0	67.85714285714286	0.0	0.0	-inf	5.0	5.0	33.0	0.0	0.0	-inf	0.0	0.0	-inf	14.0	14.0	67.85714285714286	0.0	0.0	-inf	5.0	5.0	33.0	0.0	0.0	-inf
Collinsella	102106	genus	1.0	0.0	56.0	350.0	1.0	61.43714285714286	0.0	0.0	-inf	167.0	0.0	60.48502994011976	43.0	0.0	54.674418604651166	1.0	0.0	56.0	350.0	1.0	61.43714285714286	0.0	0.0	-inf	166.0	0.0	60.3855421686747	43.0	0.0	54.674418604651166
Collinsella aerofaciens	74426	species	0.0	0.0	-inf	288.0	249.0	61.68055555555556	0.0	0.0	-inf	162.0	148.0	60.7962962962963	43.0	13.0	54.674418604651166	0.0	0.0	-inf	288.0	249.0	61.68055555555556	0.0	0.0	-inf	161.0	147.0	60.69565217391305	43.0	13.0	54.674418604651166
Collinsella aerofaciens ATCC 25986	411903	strain	0.0	0.0	-inf	39.0	39.0	58.46153846153846	0.0	0.0	-inf	14.0	14.0	50.142857142857146	30.0	30.0	53.96666666666667	0.0	0.0	-inf	39.0	39.0	58.46153846153846	0.0	0.0	-inf	14.0	14.0	50.142857142857146	30.0	30.0	53.96666666666667
unclassified Collinsella	2637548	no_rank	1.0	0.0	56.0	61.0	0.0	60.26229508196721	0.0	0.0	-inf	5.0	0.0	50.4	0.0	0.0	-inf	1.0	0.0	56.0	61.0	0.0	60.26229508196721	0.0	0.0	-inf	5.0	0.0	50.4	0.0	0.0	-inf
Collinsella sp. zg1085	2844380	species	1.0	1.0	56.0	61.0	61.0	60.26229508196721	0.0	0.0	-inf	5.0	5.0	50.4	0.0	0.0	-inf	1.0	1.0	56.0	61.0	61.0	60.26229508196721	0.0	0.0	-inf	5.0	5.0	50.4	0.0	0.0	-inf
Atopobiaceae	1643824	family	0.0	0.0	-inf	11.0	1.0	45.18181818181818	0.0	0.0	-inf	53.0	5.0	44.54716981132076	6.0	0.0	51.0	0.0	0.0	-inf	11.0	1.0	45.18181818181818	0.0	0.0	-inf	53.0	5.0	44.54716981132076	6.0	0.0	51.0
Olsenella	133925	genus	0.0	0.0	-inf	7.0	0.0	40.85714285714285	0.0	0.0	-inf	17.0	1.0	42.35294117647059	6.0	0.0	51.0	0.0	0.0	-inf	7.0	0.0	40.85714285714285	0.0	0.0	-inf	17.0	1.0	42.35294117647059	6.0	0.0	51.0
Olsenella uli	133926	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	37.0	2.0	0.0	61.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	37.0	2.0	0.0	61.0
Olsenella uli DSM 7084	633147	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	37.0	2.0	2.0	61.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	37.0	2.0	2.0	61.0
Olsenella timonensis	1805478	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	39.333333333333336	4.0	4.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	39.333333333333336	4.0	4.0	46.0
unclassified Olsenella	2638792	no_rank	0.0	0.0	-inf	7.0	0.0	40.85714285714285	0.0	0.0	-inf	9.0	0.0	43.77777777777778	0.0	0.0	-inf	0.0	0.0	-inf	7.0	0.0	40.85714285714285	0.0	0.0	-inf	9.0	0.0	43.77777777777778	0.0	0.0	-inf
Olsenella sp. GAM18	2109685	species	0.0	0.0	-inf	7.0	7.0	40.85714285714285	0.0	0.0	-inf	8.0	8.0	44.875	0.0	0.0	-inf	0.0	0.0	-inf	7.0	7.0	40.85714285714285	0.0	0.0	-inf	8.0	8.0	44.875	0.0	0.0	-inf
Olsenella sp. LZLJ-2	2779519	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	35.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	35.0	0.0	0.0	-inf
Parolsenella	2082587	genus	0.0	0.0	-inf	2.0	1.0	55.5	0.0	0.0	-inf	29.0	6.0	44.689655172413794	0.0	0.0	-inf	0.0	0.0	-inf	2.0	1.0	55.5	0.0	0.0	-inf	29.0	6.0	44.689655172413794	0.0	0.0	-inf
Parolsenella massiliensis	1871022	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	21.0	21.0	44.333333333333336	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	21.0	21.0	44.333333333333336	0.0	0.0	-inf
Parolsenella catena	2003188	species	0.0	0.0	-inf	1.0	1.0	32.0	0.0	0.0	-inf	2.0	2.0	49.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	32.0	0.0	0.0	-inf	2.0	2.0	49.0	0.0	0.0	-inf
Parafannyhessea	2847312	genus	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf	2.0	0.0	37.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	22.0	0.0	0.0	-inf	2.0	0.0	37.0	0.0	0.0	-inf
Parafannyhessea umbonata	604330	species	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf	2.0	2.0	37.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	0.0	0.0	-inf	2.0	2.0	37.0	0.0	0.0	-inf
Eggerthellales	1643822	order	0.0	0.0	-inf	8.0	0.0	61.5	1.0	0.0	30.0	18.0	0.0	47.44444444444444	5.0	0.0	49.8	0.0	0.0	-inf	8.0	0.0	61.5	1.0	0.0	30.0	18.0	0.0	47.44444444444444	5.0	0.0	49.8
Eggerthellaceae	1643826	family	0.0	0.0	-inf	8.0	1.0	61.5	1.0	0.0	30.0	18.0	4.0	47.44444444444444	5.0	0.0	49.8	0.0	0.0	-inf	8.0	1.0	61.5	1.0	0.0	30.0	18.0	4.0	47.44444444444444	5.0	0.0	49.8
Eggerthella	84111	genus	0.0	0.0	-inf	1.0	1.0	49.0	0.0	0.0	-inf	7.0	0.0	46.57142857142857	3.0	0.0	53.0	0.0	0.0	-inf	1.0	1.0	49.0	0.0	0.0	-inf	7.0	0.0	46.57142857142857	3.0	0.0	53.0
Eggerthella lenta	84112	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	2.0	2.0	47.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	22.0	2.0	2.0	47.5
unclassified Eggerthella	2648737	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	50.66666666666666	1.0	0.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	0.0	50.66666666666666	1.0	0.0	64.0
Eggerthella sp. HF-1101	2690837	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	50.66666666666666	1.0	1.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	50.66666666666666	1.0	1.0	64.0
Cryptobacterium	84162	genus	0.0	0.0	-inf	1.0	0.0	49.0	1.0	0.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	49.0	1.0	0.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf
Cryptobacterium curtum	84163	species	0.0	0.0	-inf	1.0	0.0	49.0	1.0	0.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	49.0	1.0	0.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf
Cryptobacterium curtum DSM 15641	469378	strain	0.0	0.0	-inf	1.0	1.0	49.0	1.0	1.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	49.0	1.0	1.0	30.0	0.0	0.0	-inf	0.0	0.0	-inf
Adlercreutzia	447020	genus	0.0	0.0	-inf	1.0	0.0	76.0	0.0	0.0	-inf	1.0	0.0	15.0	1.0	0.0	44.0	0.0	0.0	-inf	1.0	0.0	76.0	0.0	0.0	-inf	1.0	0.0	15.0	1.0	0.0	44.0
Adlercreutzia equolifaciens	446660	species	0.0	0.0	-inf	1.0	0.0	76.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	44.0	0.0	0.0	-inf	1.0	0.0	76.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	44.0
Adlercreutzia equolifaciens subsp. celatus	394340	subspecies	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	44.0
Asaccharobacter celatus DSM 18785	1121021	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	44.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	44.0
Adlercreutzia equolifaciens DSM 19450	1384484	strain	0.0	0.0	-inf	1.0	1.0	76.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	76.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Adlercreutzia	2636013	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	15.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	15.0	0.0	0.0	-inf
Adlercreutzia sp. 8CFCBH1	2707299	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	15.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	15.0	0.0	0.0	-inf
