Taxon	Taxon	Taxon	barcode02	barcode02	barcode02	barcode14	barcode14	barcode14	barcode26	barcode26	barcode26	barcode38	barcode38	barcode38	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode02	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode14	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode26	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38	stringent_demultiplex_barcode38
Aeromicrobium yanjiei	2662028	species	2.0	2.0	80.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	80.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mumia	1546255	genus	1.0	0.0	83.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	83.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Mumia	2621872	no_rank	1.0	0.0	83.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	83.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mumia sp. ZJ1417	2708082	species	1.0	1.0	83.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	83.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudonocardiales	85010	order	1.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pseudonocardiaceae	2070	family	1.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Actinoalloteichus	65496	genus	1.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Actinoalloteichus hymeniacidonis	340345	species	1.0	1.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomycetales	85011	order	21.0	0.0	81.66666666666667	5.0	0.0	32.2	0.0	0.0	-inf	0.0	0.0	-inf	21.0	0.0	81.66666666666667	5.0	0.0	32.2	0.0	0.0	-inf	0.0	0.0	-inf
Streptomycetaceae	2062	family	21.0	1.0	81.66666666666667	5.0	0.0	32.2	0.0	0.0	-inf	0.0	0.0	-inf	21.0	1.0	81.66666666666667	5.0	0.0	32.2	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces	1883	genus	18.0	3.0	81.55555555555556	5.0	0.0	32.2	0.0	0.0	-inf	0.0	0.0	-inf	18.0	3.0	81.55555555555556	5.0	0.0	32.2	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces rimosus	1927	species	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces rimosus subsp. rimosus	132474	subspecies	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces rimosus subsp. rimosus ATCC 10970	1265868	strain	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces nitrosporeus	28894	species	0.0	0.0	-inf	1.0	1.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	21.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces griseocarneus	51201	species	1.0	1.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	92.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces venezuelae	54571	species	0.0	0.0	-inf	1.0	1.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces cinereoruber	67260	species	1.0	1.0	88.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	88.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces lunaelactis	1535768	species	1.0	1.0	71.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	71.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Streptomyces	2593676	no_rank	11.0	1.0	80.0909090909091	2.0	1.0	35.0	0.0	0.0	-inf	0.0	0.0	-inf	11.0	1.0	80.0909090909091	2.0	1.0	35.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces sp. ADI95-16	1522758	species	0.0	0.0	-inf	1.0	1.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	24.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces sp. 2114.2	1881022	species	2.0	2.0	88.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	88.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces sp. ICC1	2099583	species	2.0	2.0	65.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	65.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces sp. endophyte_N2	2153485	species	1.0	1.0	87.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	87.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces sp. Rer75	2750011	species	2.0	2.0	86.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	86.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces sp. KY70	2772432	species	1.0	1.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	54.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces sp. XC 2026	2782004	species	1.0	1.0	72.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	72.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces sp. YPW6	2840373	species	1.0	1.0	88.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	88.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces aurantiacus clade	2838335	no_rank	0.0	0.0	-inf	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces aurantiacus group	2838336	species_group	0.0	0.0	-inf	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptomyces glomeroaurantiacus	68210	species	0.0	0.0	-inf	1.0	1.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	46.0	0.0	0.0	-inf	0.0	0.0	-inf
Kitasatospora	2063	genus	2.0	0.0	79.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	79.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Kitasatospora albolonga	68173	species	2.0	2.0	79.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	79.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Streptosporangiales	85012	order	2.0	0.0	42.0	1.0	0.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	42.0	1.0	0.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptosporangiaceae	2004	family	1.0	0.0	28.0	1.0	0.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	1.0	0.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptosporangium	2000	genus	0.0	0.0	-inf	1.0	0.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Streptosporangium	2632669	no_rank	0.0	0.0	-inf	1.0	0.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf
Streptosporangium sp. 'caverna'	2202249	species	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf
Nonomuraea	83681	genus	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Nonomuraea	2593643	no_rank	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Nonomuraea sp. ATCC 55076	1909395	species	1.0	1.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	28.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Thermomonosporaceae	2012	family	1.0	0.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Actinomadura	1988	genus	1.0	0.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Actinomadura	2626254	no_rank	1.0	0.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Actinomadura sp. WMMB 499	1219491	species	1.0	1.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Catenulisporales	414714	order	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Catenulisporaceae	414877	family	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Catenulispora	414878	genus	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Catenulispora acidiphila	304895	species	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Catenulispora acidiphila DSM 44928	479433	strain	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Nakamurellales	1643684	order	1.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Nakamurellaceae	85031	family	1.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Nakamurella	53460	genus	1.0	1.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	60.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Sporichthyales	2495578	order	1.0	0.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Sporichthyaceae	85033	family	1.0	0.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Epidermidibacterium	2078948	genus	1.0	0.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Epidermidibacterium keratini	1891644	species	1.0	1.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Rubrobacteria	84995	class	0.0	0.0	-inf	1.0	0.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf
Rubrobacterales	84996	order	0.0	0.0	-inf	1.0	0.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf
Rubrobacteraceae	84997	family	0.0	0.0	-inf	1.0	0.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf
Rubrobacter	42255	genus	0.0	0.0	-inf	1.0	0.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf
Rubrobacter xylanophilus	49319	species	0.0	0.0	-inf	1.0	1.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf
Coriobacteriia	84998	class	184.0	0.0	54.45108695652174	1766.0	8.0	61.38731596828992	137.0	2.0	59.99270072992701	1079.0	4.0	60.63855421686747	183.0	0.0	54.40983606557377	1765.0	8.0	61.38413597733711	137.0	2.0	59.99270072992701	1079.0	4.0	60.63855421686747
Coriobacteriales	84999	order	144.0	2.0	54.708333333333336	460.0	1.0	59.75434782608696	64.0	0.0	58.96875	1004.0	0.0	60.93326693227092	143.0	2.0	54.65734265734266	460.0	1.0	59.75434782608696	64.0	0.0	58.96875	1004.0	0.0	60.93326693227092
Coriobacteriaceae	84107	family	112.0	0.0	56.785714285714285	413.0	0.0	61.28813559322034	55.0	0.0	60.43636363636364	916.0	7.0	62.04585152838428	111.0	0.0	56.73873873873874	413.0	0.0	61.28813559322034	55.0	0.0	60.43636363636364	916.0	7.0	62.04585152838428
Coriobacterium	33870	genus	3.0	0.0	30.33333333333333	5.0	0.0	53.0	2.0	0.0	38.5	10.0	0.0	50.6	3.0	0.0	30.33333333333333	5.0	0.0	53.0	2.0	0.0	38.5	10.0	0.0	50.6
Coriobacterium glomerans	33871	species	3.0	0.0	30.33333333333333	5.0	0.0	53.0	2.0	0.0	38.5	10.0	0.0	50.6	3.0	0.0	30.33333333333333	5.0	0.0	53.0	2.0	0.0	38.5	10.0	0.0	50.6
Coriobacterium glomerans PW2	700015	strain	3.0	3.0	30.33333333333333	5.0	5.0	53.0	2.0	2.0	38.5	10.0	10.0	50.6	3.0	3.0	30.33333333333333	5.0	5.0	53.0	2.0	2.0	38.5	10.0	10.0	50.6
Collinsella	102106	genus	109.0	0.0	57.51376146788991	408.0	0.0	61.38970588235294	53.0	0.0	61.264150943396224	899.0	0.0	62.31813125695217	108.0	0.0	57.47222222222222	408.0	0.0	61.38970588235294	53.0	0.0	61.264150943396224	899.0	0.0	62.31813125695217
Collinsella aerofaciens	74426	species	103.0	98.0	57.70873786407767	380.0	68.0	61.54210526315789	48.0	48.0	59.833333333333336	860.0	789.0	62.25116279069768	102.0	97.0	57.66666666666666	380.0	68.0	61.54210526315789	48.0	48.0	59.833333333333336	860.0	789.0	62.25116279069768
Collinsella aerofaciens ATCC 25986	411903	strain	5.0	5.0	48.0	312.0	312.0	61.125	0.0	0.0	-inf	71.0	71.0	60.014084507042256	5.0	5.0	48.0	312.0	312.0	61.125	0.0	0.0	-inf	71.0	71.0	60.014084507042256
unclassified Collinsella	2637548	no_rank	6.0	0.0	54.16666666666666	28.0	0.0	59.32142857142857	5.0	0.0	75.0	39.0	0.0	63.7948717948718	6.0	0.0	54.16666666666666	28.0	0.0	59.32142857142857	5.0	0.0	75.0	39.0	0.0	63.7948717948718
Collinsella sp. zg1085	2844380	species	6.0	6.0	54.16666666666666	28.0	28.0	59.32142857142857	5.0	5.0	75.0	39.0	39.0	63.7948717948718	6.0	6.0	54.16666666666666	28.0	28.0	59.32142857142857	5.0	5.0	75.0	39.0	39.0	63.7948717948718
Atopobiaceae	1643824	family	30.0	1.0	46.16666666666666	46.0	2.0	46.04347826086956	9.0	1.0	50.0	88.0	1.0	49.35227272727273	30.0	1.0	46.16666666666666	46.0	2.0	46.04347826086956	9.0	1.0	50.0	88.0	1.0	49.35227272727273
Atopobium	1380	genus	0.0	0.0	-inf	1.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Atopobium	2643817	no_rank	0.0	0.0	-inf	1.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf
Atopobium sp. oral taxon 416	712157	species	0.0	0.0	-inf	1.0	1.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	34.0	0.0	0.0	-inf	0.0	0.0	-inf
Olsenella	133925	genus	14.0	0.0	48.85714285714285	28.0	0.0	45.035714285714285	5.0	0.0	48.4	56.0	1.0	48.48214285714285	14.0	0.0	48.85714285714285	28.0	0.0	45.035714285714285	5.0	0.0	48.4	56.0	1.0	48.48214285714285
Olsenella uli	133926	species	1.0	0.0	21.0	0.0	0.0	-inf	2.0	0.0	47.0	5.0	0.0	37.8	1.0	0.0	21.0	0.0	0.0	-inf	2.0	0.0	47.0	5.0	0.0	37.8
Olsenella uli DSM 7084	633147	strain	1.0	1.0	21.0	0.0	0.0	-inf	2.0	2.0	47.0	5.0	5.0	37.8	1.0	1.0	21.0	0.0	0.0	-inf	2.0	2.0	47.0	5.0	5.0	37.8
Olsenella timonensis	1805478	species	5.0	5.0	48.6	8.0	8.0	47.625	1.0	1.0	68.0	29.0	29.0	50.96551724137931	5.0	5.0	48.6	8.0	8.0	47.625	1.0	1.0	68.0	29.0	29.0	50.96551724137931
unclassified Olsenella	2638792	no_rank	8.0	0.0	52.5	20.0	0.0	44.0	2.0	0.0	40.0	21.0	1.0	47.23809523809524	8.0	0.0	52.5	20.0	0.0	44.0	2.0	0.0	40.0	21.0	1.0	47.23809523809524
Olsenella sp. oral taxon 807	712411	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	45.0	0.0	0.0	-inf
Olsenella sp. GAM18	2109685	species	6.0	6.0	52.833333333333336	12.0	12.0	45.66666666666666	0.0	0.0	-inf	15.0	15.0	47.93333333333333	6.0	6.0	52.833333333333336	12.0	12.0	45.66666666666666	0.0	0.0	-inf	15.0	15.0	47.93333333333333
Olsenella sp. LZLJ-2	2779519	species	2.0	2.0	51.5	8.0	8.0	41.5	1.0	1.0	35.0	5.0	5.0	48.2	2.0	2.0	51.5	8.0	8.0	41.5	1.0	1.0	35.0	5.0	5.0	48.2
Parolsenella	2082587	genus	11.0	2.0	45.27272727272727	14.0	0.0	51.07142857142857	3.0	0.0	47.0	23.0	5.0	55.91304347826087	11.0	2.0	45.27272727272727	14.0	0.0	51.07142857142857	3.0	0.0	47.0	23.0	5.0	55.91304347826087
Parolsenella massiliensis	1871022	species	4.0	4.0	39.75	9.0	9.0	50.333333333333336	1.0	1.0	51.0	7.0	7.0	53.285714285714285	4.0	4.0	39.75	9.0	9.0	50.333333333333336	1.0	1.0	51.0	7.0	7.0	53.285714285714285
Parolsenella catena	2003188	species	5.0	5.0	46.2	5.0	5.0	52.4	2.0	2.0	45.0	11.0	11.0	50.90909090909091	5.0	5.0	46.2	5.0	5.0	52.4	2.0	2.0	45.0	11.0	11.0	50.90909090909091
Parafannyhessea	2847312	genus	4.0	0.0	33.5	1.0	0.0	39.0	0.0	0.0	-inf	8.0	0.0	39.25	4.0	0.0	33.5	1.0	0.0	39.0	0.0	0.0	-inf	8.0	0.0	39.25
Parafannyhessea umbonata	604330	species	4.0	4.0	33.5	1.0	1.0	39.0	0.0	0.0	-inf	8.0	8.0	39.25	4.0	4.0	33.5	1.0	1.0	39.0	0.0	0.0	-inf	8.0	8.0	39.25
Eggerthellales	1643822	order	40.0	0.0	53.525	1298.0	0.0	61.95916795069338	71.0	0.0	60.985915492957744	71.0	0.0	56.54929577464789	40.0	0.0	53.525	1297.0	0.0	61.95528141865845	71.0	0.0	60.985915492957744	71.0	0.0	56.54929577464789
Eggerthellaceae	1643826	family	40.0	4.0	53.525	1298.0	227.0	61.95916795069338	71.0	1.0	60.985915492957744	71.0	13.0	56.54929577464789	40.0	4.0	53.525	1297.0	227.0	61.95528141865845	71.0	1.0	60.985915492957744	71.0	13.0	56.54929577464789
Denitrobacterium	79603	genus	0.0	0.0	-inf	23.0	0.0	64.1304347826087	0.0	0.0	-inf	1.0	0.0	14.0	0.0	0.0	-inf	23.0	0.0	64.1304347826087	0.0	0.0	-inf	1.0	0.0	14.0
Denitrobacterium detoxificans	79604	species	0.0	0.0	-inf	23.0	23.0	64.1304347826087	0.0	0.0	-inf	1.0	1.0	14.0	0.0	0.0	-inf	23.0	23.0	64.1304347826087	0.0	0.0	-inf	1.0	1.0	14.0
Slackia	84108	genus	4.0	0.0	54.5	58.0	0.0	56.37931034482759	1.0	0.0	28.0	3.0	0.0	51.0	4.0	0.0	54.5	58.0	0.0	56.37931034482759	1.0	0.0	28.0	3.0	0.0	51.0
Slackia heliotrinireducens	84110	species	4.0	0.0	54.5	58.0	58.0	56.37931034482759	1.0	0.0	28.0	3.0	0.0	51.0	4.0	0.0	54.5	58.0	58.0	56.37931034482759	1.0	0.0	28.0	3.0	0.0	51.0
Slackia heliotrinireducens DSM 20476	471855	strain	4.0	4.0	54.5	0.0	0.0	-inf	1.0	1.0	28.0	3.0	3.0	51.0	4.0	4.0	54.5	0.0	0.0	-inf	1.0	1.0	28.0	3.0	3.0	51.0
Eggerthella	84111	genus	7.0	0.0	44.0	61.0	2.0	51.114754098360656	1.0	0.0	41.0	11.0	0.0	74.0	7.0	0.0	44.0	61.0	2.0	51.114754098360656	1.0	0.0	41.0	11.0	0.0	74.0
Eggerthella lenta	84112	species	3.0	3.0	34.666666666666664	41.0	41.0	54.39024390243903	0.0	0.0	-inf	5.0	5.0	61.4	3.0	3.0	34.666666666666664	41.0	41.0	54.39024390243903	0.0	0.0	-inf	5.0	5.0	61.4
unclassified Eggerthella	2648737	no_rank	4.0	0.0	51.0	18.0	0.0	43.11111111111112	1.0	0.0	41.0	6.0	0.0	84.5	4.0	0.0	51.0	18.0	0.0	43.11111111111112	1.0	0.0	41.0	6.0	0.0	84.5
Eggerthella sp. YY7918	502558	species	1.0	1.0	52.0	5.0	5.0	53.0	0.0	0.0	-inf	6.0	6.0	84.5	1.0	1.0	52.0	5.0	5.0	53.0	0.0	0.0	-inf	6.0	6.0	84.5
Eggerthella sp. HF-1101	2690837	species	3.0	3.0	50.66666666666666	13.0	13.0	39.30769230769231	1.0	1.0	41.0	0.0	0.0	-inf	3.0	3.0	50.66666666666666	13.0	13.0	39.30769230769231	1.0	1.0	41.0	0.0	0.0	-inf
Adlercreutzia	447020	genus	9.0	0.0	55.55555555555556	563.0	1.0	64.59325044404974	33.0	15.0	66.54545454545455	26.0	1.0	53.0	9.0	0.0	55.55555555555556	562.0	1.0	64.58896797153025	33.0	15.0	66.54545454545455	26.0	1.0	53.0
Adlercreutzia equolifaciens	446660	species	0.0	0.0	-inf	4.0	1.0	45.5	1.0	0.0	69.0	23.0	2.0	54.43478260869565	0.0	0.0	-inf	4.0	1.0	45.5	1.0	0.0	69.0	23.0	2.0	54.43478260869565
Adlercreutzia equolifaciens subsp. celatus	394340	subspecies	0.0	0.0	-inf	1.0	0.0	92.0	1.0	0.0	69.0	21.0	0.0	55.523809523809526	0.0	0.0	-inf	1.0	0.0	92.0	1.0	0.0	69.0	21.0	0.0	55.523809523809526
Asaccharobacter celatus DSM 18785	1121021	strain	0.0	0.0	-inf	1.0	1.0	92.0	1.0	1.0	69.0	21.0	21.0	55.523809523809526	0.0	0.0	-inf	1.0	1.0	92.0	1.0	1.0	69.0	21.0	21.0	55.523809523809526
Adlercreutzia equolifaciens DSM 19450	1384484	strain	0.0	0.0	-inf	2.0	2.0	21.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	21.5	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Adlercreutzia	2636013	no_rank	9.0	0.0	55.55555555555556	558.0	0.0	64.75806451612904	17.0	0.0	69.41176470588235	2.0	0.0	54.0	9.0	0.0	55.55555555555556	557.0	0.0	64.754039497307	17.0	0.0	69.41176470588235	2.0	0.0	54.0
Adlercreutzia sp. 8CFCBH1	2707299	species	9.0	9.0	55.55555555555556	558.0	558.0	64.75806451612904	17.0	17.0	69.41176470588235	2.0	2.0	54.0	9.0	9.0	55.55555555555556	557.0	557.0	64.754039497307	17.0	17.0	69.41176470588235	2.0	2.0	54.0
Gordonibacter	644652	genus	16.0	0.0	56.375	312.0	0.0	60.67307692307692	28.0	0.0	58.535714285714285	11.0	0.0	59.54545454545455	16.0	0.0	56.375	312.0	0.0	60.67307692307692	28.0	0.0	58.535714285714285	11.0	0.0	59.54545454545455
Gordonibacter pamelaeae	471189	species	14.0	0.0	57.642857142857146	12.0	0.0	54.91666666666666	1.0	0.0	35.0	1.0	0.0	24.0	14.0	0.0	57.642857142857146	12.0	0.0	54.91666666666666	1.0	0.0	35.0	1.0	0.0	24.0
Gordonibacter pamelaeae 7-10-1-b	657308	strain	14.0	14.0	57.642857142857146	12.0	12.0	54.91666666666666	1.0	1.0	35.0	1.0	1.0	24.0	14.0	14.0	57.642857142857146	12.0	12.0	54.91666666666666	1.0	1.0	35.0	1.0	1.0	24.0
Gordonibacter urolithinfaciens	1335613	species	2.0	2.0	47.5	300.0	300.0	60.903333333333336	27.0	27.0	59.407407407407405	10.0	10.0	63.1	2.0	2.0	47.5	300.0	300.0	60.903333333333336	27.0	27.0	59.407407407407405	10.0	10.0	63.1
Phoenicibacter	1981050	genus	0.0	0.0	-inf	12.0	0.0	47.583333333333336	5.0	0.0	49.4	0.0	0.0	-inf	0.0	0.0	-inf	12.0	0.0	47.583333333333336	5.0	0.0	49.4	0.0	0.0	-inf
